,carat,cut,color,clarity,depth,table,x,y,z,price
12296,1.21,Premium,H,SI2,60.9,61.0,6.88,6.82,4.17,5218
31868,0.3,Good,H,VVS2,63.6,56.0,4.29,4.26,2.72,776
43871,0.46,Ideal,H,IF,62.2,55.0,4.94,4.99,3.09,1450
2065,0.32,Premium,H,VS1,62.4,58.0,4.35,4.4,2.73,561
28645,0.33,Very Good,F,SI2,63.0,58.0,4.4,4.42,2.78,434
15055,0.3,Premium,H,VVS2,60.8,60.0,4.29,4.33,2.62,605
43747,0.51,Very Good,E,SI1,62.8,56.0,5.07,5.15,3.21,1438
15174,1.01,Premium,F,VS2,61.1,59.0,6.44,6.35,3.91,6097
25063,1.83,Very Good,I,VS1,61.9,57.0,7.85,7.91,4.88,13587
3602,0.93,Good,G,SI2,64.5,56.3,6.08,6.14,3.94,3425
45099,0.57,Very Good,G,VS1,59.3,56.0,5.38,5.44,3.21,1648
30924,0.34,Ideal,E,VS2,62.6,57.0,4.45,4.47,2.79,745
24381,0.32,Premium,F,SI1,60.7,62.0,4.43,4.4,2.68,638
16553,1.01,Very Good,G,VS1,62.2,53.0,6.48,6.54,4.05,6613
21005,1.51,Very Good,H,SI1,61.7,61.0,7.3,7.35,4.52,9218
27184,2.08,Ideal,H,SI1,61.7,58.0,8.13,8.21,5.04,17469
7803,1.02,Very Good,G,SI2,61.6,61.0,6.46,6.47,3.98,4291
46321,0.51,Very Good,D,VS1,61.0,57.0,5.15,5.18,3.15,1756
17167,1.01,Ideal,G,VS2,61.0,56.0,6.46,6.49,3.95,6855
31716,0.33,Ideal,E,VS1,62.3,53.8,4.42,4.44,2.76,771
20194,1.51,Very Good,I,SI1,62.6,60.0,7.27,7.34,4.57,8637
13201,1.24,Very Good,I,SI1,60.4,58.0,6.95,7.02,4.22,5456
41207,0.51,Premium,E,SI2,62.0,57.0,5.13,5.09,3.17,1205
17977,1.51,Ideal,E,SI2,62.7,55.0,7.27,7.18,4.53,7272
22734,2.0,Fair,H,SI2,65.3,55.0,7.88,7.79,5.12,10752
35510,0.41,Premium,E,SI1,61.8,60.0,4.78,4.74,2.94,904
27939,0.23,Very Good,H,VVS2,62.4,55.0,3.91,3.94,2.45,431
14101,1.28,Ideal,I,SI2,62.5,59.0,6.88,6.95,4.32,5719
30944,0.27,Ideal,H,VS1,62.2,56.0,4.12,4.15,2.57,449
34692,0.3,Ideal,F,IF,59.8,58.0,4.37,4.46,2.64,873
17497,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,7032
49364,0.72,Ideal,J,VS2,61.4,57.0,5.76,5.8,3.55,2099
5951,1.01,Good,G,SI2,61.1,62.0,6.38,6.48,3.93,3948
17241,1.6,Premium,F,SI2,61.8,57.0,7.51,7.46,4.63,6899
53402,0.71,Ideal,F,SI2,61.8,57.0,5.69,5.72,3.53,2667
39704,0.4,Very Good,F,VS1,62.2,57.6,4.74,4.76,2.96,1089
38785,0.31,Ideal,H,IF,62.1,54.0,4.37,4.33,2.7,1046
11875,1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,5108
32790,0.33,Ideal,F,VS2,61.1,56.0,4.47,4.5,2.74,804
6722,0.31,Ideal,G,VS2,62.1,55.0,4.35,4.38,2.71,577
32169,0.3,Premium,G,VS1,62.5,59.0,4.32,4.25,2.68,787
46091,0.96,Fair,H,I1,64.3,59.0,6.38,5.88,3.98,1739
39274,0.32,Ideal,E,I1,60.7,57.0,4.45,4.41,2.69,490
40143,0.49,Very Good,F,SI1,62.5,57.0,4.99,5.02,3.13,1116
16652,1.03,Premium,G,VS1,62.2,57.0,6.47,6.42,4.01,6659
19150,1.67,Very Good,J,SI1,62.3,59.0,7.59,7.63,4.74,7911
23410,1.67,Premium,I,VS1,61.1,58.0,7.69,7.6,4.67,11400
48956,0.7,Very Good,H,SI1,63.3,58.0,5.61,5.64,3.56,2048
23295,1.5,Very Good,E,SI1,59.4,59.0,7.42,7.49,4.43,11325
39941,0.28,Very Good,G,VS2,61.3,57.0,4.21,4.24,2.59,492
46632,0.3,Good,G,VS2,63.1,57.0,4.24,4.28,2.69,526
49222,0.56,Ideal,G,VVS2,61.6,56.0,5.32,5.29,3.27,2081
29925,0.31,Ideal,D,VS1,60.6,57.0,4.36,4.39,2.65,713
33915,0.3,Premium,E,VS2,62.0,60.0,4.26,4.23,2.63,844
12761,1.21,Very Good,H,SI2,62.6,61.0,6.7,6.75,4.21,5324
14162,1.2,Premium,H,SI1,62.2,58.0,6.78,6.72,4.2,5746
49148,0.96,Fair,G,I1,64.5,60.0,6.16,6.11,3.96,2068
45998,0.54,Ideal,F,VS1,61.8,54.0,5.24,5.27,3.25,1724
35223,0.33,Ideal,F,VVS1,61.4,55.0,4.47,4.52,2.76,893
4990,1.06,Premium,J,SI2,61.3,60.0,6.59,6.52,4.02,3740
16191,1.07,Ideal,G,VS2,63.0,55.0,6.55,6.5,4.11,6471
24597,1.52,Ideal,E,SI1,62.0,56.0,7.36,7.34,4.56,12907
17389,0.32,Ideal,G,SI1,62.5,55.0,4.38,4.35,2.73,612
19231,1.05,Very Good,E,VS1,63.1,59.0,6.49,6.45,4.08,7969
50070,0.71,Premium,I,VS1,62.5,59.0,5.75,5.71,3.58,2202
8330,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,4395
4126,1.0,Fair,G,SI2,64.7,58.0,6.24,6.19,4.02,3541
12068,1.08,Very Good,H,VS2,62.2,57.0,6.5,6.55,4.06,5155
6755,0.9,Premium,F,SI1,62.6,60.0,6.11,6.06,3.81,4103
101,0.75,Premium,E,SI1,59.9,54.0,6.0,5.96,3.58,2760
50630,0.23,Very Good,D,VS2,62.9,57.0,3.92,3.97,2.48,402
7715,0.32,Ideal,G,VS2,61.5,55.0,4.39,4.43,2.71,580
11714,0.34,Ideal,G,VS2,62.0,55.0,4.46,4.48,2.77,596
5701,0.3,Premium,D,SI2,62.9,58.0,4.29,4.26,2.69,574
25715,1.7,Ideal,E,SI1,60.1,57.0,7.71,7.74,4.64,14623
44614,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1607
23943,2.03,Premium,J,SI2,61.7,61.0,8.18,8.04,5.0,12078
52673,0.7,Premium,G,VS2,62.9,62.0,5.63,5.57,3.52,2550
52077,0.75,Ideal,G,SI1,62.2,57.0,5.8,5.84,3.62,2456
33741,0.31,Ideal,D,VVS2,61.6,54.0,4.37,4.4,2.7,840
36959,0.32,Very Good,J,SI1,63.2,56.0,4.36,4.31,2.74,480
5551,0.9,Premium,E,SI2,60.4,59.0,6.24,6.21,3.76,3856
32177,0.39,Premium,G,VS2,61.2,60.0,4.68,4.73,2.88,787
51995,0.71,Premium,G,VS2,60.3,59.0,5.79,5.76,3.48,2443
37554,0.31,Ideal,G,IF,61.9,56.0,4.39,4.36,2.71,988
52370,0.7,Premium,F,SI1,62.1,58.0,5.64,5.7,3.52,2504
32294,0.3,Ideal,I,VS1,61.5,58.0,4.28,4.31,2.64,454
17516,1.3,Premium,D,SI2,61.5,58.0,6.98,6.91,4.27,7044
24594,2.0,Ideal,I,VS1,62.3,56.0,8.08,8.03,5.02,12907
53671,0.71,Ideal,E,VS2,61.7,56.0,5.73,5.75,3.54,2709
18223,1.31,Premium,H,SI1,59.3,59.0,7.18,7.13,4.24,7395
20693,1.01,Ideal,F,VVS2,61.6,56.0,6.43,6.49,3.98,8971
48551,0.51,Premium,E,VS1,61.6,57.0,5.13,5.1,3.15,1989
18082,1.5,Very Good,J,VS2,60.5,63.0,7.32,7.27,4.41,7308
42159,0.51,Very Good,E,SI1,62.9,55.0,5.06,5.12,3.2,1284
53337,0.74,Premium,D,SI1,60.6,60.0,5.88,5.84,3.55,2655
19174,1.43,Fair,E,SI1,65.1,56.0,7.1,7.03,4.61,7928
2220,0.9,Premium,I,VS1,60.7,58.0,6.3,6.19,3.79,3145
6016,0.91,Premium,H,VS2,62.3,57.0,6.22,6.13,3.85,3963
2123,0.76,Good,G,VS1,60.3,60.7,5.86,5.9,3.55,3121
7006,1.06,Premium,I,SI1,62.9,60.0,6.47,6.43,4.06,4155
44356,0.55,Very Good,D,SI1,61.6,56.0,5.24,5.28,3.24,1580
31509,0.34,Premium,G,VS2,61.2,59.0,4.49,4.43,2.73,765
21091,1.22,Very Good,G,VS1,61.2,58.0,6.85,6.9,4.21,9261
26051,1.51,Premium,F,VS2,59.1,60.0,7.52,7.45,4.42,15253
45163,0.5,Ideal,D,SI1,62.6,57.0,5.1,5.06,3.18,1654
9392,1.17,Good,I,SI1,60.0,64.0,6.91,6.83,4.12,4586
11003,1.17,Premium,I,SI1,62.6,58.0,6.71,6.64,4.18,4914
3294,0.8,Good,E,VS2,63.3,59.0,5.82,5.87,3.7,3365
42792,0.42,Ideal,D,VS1,62.3,57.0,4.8,4.76,2.98,1350
50596,0.71,Premium,G,SI1,62.3,56.0,5.69,5.65,3.53,2283
50354,0.8,Fair,G,SI2,61.2,58.0,5.96,5.93,3.64,2246
32217,0.31,Ideal,G,VVS1,61.8,54.0,4.39,4.41,2.72,789
930,0.73,Premium,F,VS2,58.7,57.0,5.97,5.92,3.49,2882
20081,1.21,Ideal,F,VS2,62.9,54.0,6.82,6.78,4.28,8557
38119,0.3,Premium,G,VVS1,60.6,61.0,4.35,4.33,2.63,1013
2657,0.77,Premium,E,VS2,60.5,59.0,5.98,5.92,3.6,3234
20738,1.61,Premium,I,SI1,62.0,58.0,7.46,7.51,4.64,8978
42047,0.55,Premium,E,SI2,59.7,58.0,5.33,5.35,3.19,1269
48175,0.72,Premium,J,VS2,61.4,58.0,5.76,5.74,3.53,1944
33591,0.37,Premium,H,VS1,60.9,60.0,4.63,4.6,2.81,833
15040,0.3,Premium,G,VS1,61.9,59.0,4.3,4.32,2.67,605
17037,1.55,Ideal,J,SI2,62.0,56.0,7.42,7.38,4.59,6805
36650,0.37,Premium,F,VVS2,62.9,56.0,4.58,4.52,2.86,948
29324,0.31,Premium,H,VS1,62.9,58.0,4.34,4.31,2.72,698
41004,0.55,Ideal,F,SI2,61.7,55.0,5.26,5.28,3.25,1183
15759,1.02,Premium,G,VS2,62.5,58.0,6.41,6.46,4.02,6301
8051,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,583
654,1.01,Good,I,I1,63.1,57.0,6.35,6.39,4.02,2844
28253,0.33,Premium,F,VS2,60.1,58.0,4.45,4.47,2.68,666
53578,0.7,Fair,E,SI1,64.4,53.0,5.61,5.57,3.6,2697
49264,0.62,Fair,F,VVS2,57.1,60.0,5.65,5.7,3.24,2088
31228,0.32,Good,D,SI1,63.6,56.0,4.37,4.34,2.77,756
151,0.74,Ideal,I,SI1,61.3,56.0,5.82,5.86,3.57,2769
46827,0.52,Ideal,H,VVS1,61.2,57.0,5.17,5.22,3.18,1809
3160,0.95,Very Good,H,SI2,59.0,59.0,6.38,6.51,3.77,3335
42004,0.51,Very Good,E,SI2,58.3,63.0,5.21,5.26,3.05,1265
26025,0.32,Ideal,G,VS1,62.0,56.0,4.37,4.41,2.72,645
12467,1.02,Premium,G,VS2,61.5,59.0,6.4,6.45,3.95,5250
2796,0.77,Premium,E,VS1,60.8,56.0,5.95,5.9,3.6,3260
11490,1.13,Very Good,F,SI1,61.2,59.0,6.72,6.75,4.12,5017
31149,0.41,Premium,F,SI1,59.8,59.0,4.82,4.85,2.89,755
44164,0.63,Ideal,J,SI1,61.8,56.0,5.47,5.52,3.39,1565
4898,0.77,Ideal,D,VS2,61.8,56.0,5.84,5.9,3.63,3721
33154,0.31,Premium,G,VVS1,60.5,60.0,4.33,4.4,2.64,816
51540,0.71,Ideal,G,SI1,61.4,57.0,5.76,5.71,3.52,2386
13302,1.2,Ideal,E,SI2,61.1,55.0,6.9,6.87,4.21,5494
16242,1.01,Premium,G,VS1,62.6,59.0,6.38,6.43,4.01,6499
28929,0.3,Very Good,G,VVS2,61.3,57.0,4.29,4.33,2.64,684
52702,0.7,Ideal,D,SI2,62.1,55.0,5.68,5.73,3.54,2553
43808,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1443
2051,0.32,Very Good,H,VS1,61.7,61.0,4.38,4.43,2.72,561
26385,1.23,Very Good,E,VVS1,61.2,59.0,6.9,6.98,4.25,15878
45778,0.51,Ideal,G,VS1,61.5,54.9,5.13,5.25,3.17,1708
33870,0.3,Ideal,E,VS2,61.2,55.0,4.35,4.31,2.65,844
53276,0.71,Ideal,G,SI1,61.6,56.0,5.73,5.76,3.54,2649
5704,0.3,Premium,D,SI2,61.0,61.0,4.31,4.25,2.61,574
5435,0.77,Ideal,E,SI1,61.0,56.0,5.92,5.94,3.62,3827
12363,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,597
21140,1.51,Ideal,I,VS2,62.3,57.0,7.28,7.37,4.56,9297
43378,0.55,Premium,F,SI1,60.2,58.0,5.31,5.35,3.21,1410
26459,2.25,Premium,J,SI1,61.8,61.0,8.46,8.39,5.21,16004
24960,1.68,Premium,G,VS1,58.2,57.0,7.89,7.85,4.58,13445
23823,1.09,Ideal,F,IF,61.6,55.0,6.59,6.65,4.08,11888
39499,0.5,Ideal,F,SI2,61.6,54.0,5.09,5.14,3.15,1079
18225,1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,7399
8218,1.01,Premium,E,SI2,61.0,56.0,6.42,6.36,3.9,4371
26696,0.31,Ideal,J,VS1,61.9,54.7,4.34,4.36,2.69,429
15491,1.23,Premium,I,VS2,61.1,60.0,6.95,6.89,4.23,6206
19448,1.51,Good,I,SI1,63.7,61.0,7.11,7.15,4.54,8097
33944,0.31,Ideal,H,SI1,61.3,56.0,4.36,4.39,2.68,464
36618,0.34,Premium,E,SI2,59.9,59.0,4.55,4.57,2.73,477
14954,1.21,Good,H,SI1,58.2,58.0,6.98,7.01,4.07,6022
24309,2.04,Ideal,J,SI1,59.1,59.0,8.29,8.24,4.88,12554
42897,0.56,Very Good,G,SI1,61.8,55.0,5.28,5.33,3.28,1361
53460,0.92,Good,G,SI2,63.8,57.0,6.19,6.13,3.93,2677
18060,1.51,Premium,I,SI2,62.6,59.0,7.31,7.28,4.57,7292
30197,0.42,Premium,E,SI1,62.0,58.0,4.82,4.85,3.0,722
6189,0.85,Very Good,E,VS2,63.6,56.0,5.97,6.01,3.81,3997
46457,0.59,Ideal,G,VS2,62.1,57.0,5.36,5.39,3.34,1774
38474,0.42,Ideal,F,VS1,61.0,57.0,4.84,4.87,2.96,1031
39508,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1080
45636,0.25,Very Good,G,VVS1,60.6,55.0,4.12,4.14,2.5,525
8719,0.28,Ideal,H,IF,63.0,55.0,4.14,4.19,2.62,586
53165,0.71,Good,G,VS1,58.1,59.0,5.85,5.92,3.42,2628
46480,0.55,Very Good,F,VS2,62.1,55.4,5.25,5.27,3.26,1777
43002,0.52,Premium,E,SI1,60.3,58.0,5.2,5.24,3.15,1369
3100,0.71,Ideal,D,VS2,62.1,56.0,5.71,5.75,3.56,3321
8643,1.0,Ideal,F,SI2,61.3,56.0,6.46,6.43,3.95,4452
11046,0.31,Ideal,E,SI1,60.6,56.0,4.39,4.42,2.67,595
26783,1.52,Premium,E,VS1,60.6,58.0,7.38,7.44,4.49,16628
8206,0.7,Ideal,D,VVS2,62.0,53.4,5.69,5.72,3.54,4369
4622,0.91,Ideal,E,SI1,60.7,56.0,6.26,6.22,3.79,3665
21613,1.22,Very Good,G,VVS2,59.3,58.0,6.97,6.99,4.14,9706
18006,1.2,Premium,F,SI1,60.1,59.0,6.92,6.85,4.14,7282
44856,0.5,Very Good,D,VS2,63.4,57.0,5.05,5.08,3.21,1627
20252,1.46,Premium,D,SI2,62.0,55.0,7.32,7.23,4.51,8683
25506,2.21,Premium,H,SI2,61.3,60.0,8.35,8.33,5.11,14299
21691,0.34,Good,D,SI1,63.1,57.0,4.44,4.46,2.81,626
3230,1.05,Premium,H,SI2,62.8,56.0,6.54,6.47,4.08,3352
45737,0.73,Premium,H,SI2,61.2,59.0,5.83,5.77,3.55,1699
48288,0.52,Ideal,G,VVS2,61.4,55.3,5.18,5.21,3.19,1957
22990,2.06,Ideal,H,SI2,62.0,57.0,8.1,8.06,5.01,11040
23971,1.51,Very Good,H,VS2,62.4,55.6,7.28,7.33,4.56,12108
22810,2.0,Fair,I,SI2,65.9,57.0,7.96,7.79,5.19,10833
11484,1.11,Good,D,SI2,58.0,62.0,6.77,6.81,3.94,5015
20262,1.01,Premium,F,VVS2,61.8,55.0,6.45,6.36,3.96,8688
36449,0.31,Ideal,D,VS2,62.2,56.0,4.36,4.32,2.7,942
49309,0.4,Ideal,H,SI2,62.6,55.0,4.7,4.72,2.95,540
19411,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,8067
42832,0.58,Ideal,D,SI2,61.7,54.0,5.4,5.43,3.34,1356
6518,1.0,Good,D,SI2,64.3,59.0,6.21,6.3,4.02,4065
30374,0.3,Fair,F,VS2,56.3,64.0,4.44,4.39,2.5,729
49867,0.82,Very Good,J,SI2,62.0,58.0,5.93,5.98,3.69,2175
53176,0.71,Very Good,E,VS2,58.5,57.0,5.87,5.9,3.44,2630
29198,0.44,Good,J,VS1,63.2,57.0,4.82,4.86,3.06,694
5436,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,3828
27204,2.52,Premium,H,SI2,62.4,57.0,8.72,8.66,5.43,17522
46851,0.61,Premium,E,SI1,60.1,59.0,5.51,5.48,3.3,1812
29058,0.4,Good,E,SI1,63.2,56.0,4.65,4.69,2.95,687
37267,0.28,Ideal,F,SI1,60.6,55.0,4.26,4.3,2.6,481
30910,0.34,Ideal,E,VS2,62.5,55.0,4.46,4.5,2.8,745
38659,0.42,Ideal,D,SI1,61.7,56.0,4.83,4.79,2.97,1040
14970,1.25,Ideal,H,SI2,61.6,55.0,6.89,6.94,4.26,6030
6776,1.05,Very Good,H,SI2,63.8,58.0,6.38,6.45,4.09,4112
6110,1.11,Premium,I,SI1,61.9,58.0,6.63,6.61,4.1,3978
19461,1.02,Ideal,G,VVS2,59.2,58.0,6.56,6.62,3.9,8107
3585,0.81,Ideal,F,SI1,61.5,57.0,6.01,6.06,3.71,3422
51512,0.71,Very Good,I,VS2,61.1,60.0,5.72,5.77,3.51,2384
30024,0.3,Ideal,D,VS1,61.6,54.0,4.34,4.36,2.68,718
41341,0.42,Ideal,H,IF,61.9,56.0,4.79,4.81,2.97,1216
17641,1.14,Very Good,D,SI1,60.2,60.0,6.7,6.85,4.08,7106
8177,1.04,Very Good,F,SI2,62.4,54.0,6.46,6.53,4.05,4364
36036,0.41,Ideal,G,SI1,62.6,54.0,4.78,4.74,2.98,923
47485,0.83,Ideal,H,SI2,61.8,57.0,6.08,5.99,3.73,1863
21421,1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,9530
2534,0.9,Fair,D,SI2,66.0,58.0,6.0,5.97,3.95,3205
11810,1.16,Premium,H,SI1,61.9,59.0,6.73,6.74,4.17,5091
43297,0.59,Ideal,I,VS1,61.8,55.0,5.41,5.43,3.35,1401
21500,1.53,Premium,J,IF,61.1,58.0,7.45,7.41,4.54,9596
5858,0.91,Premium,H,VS2,59.6,60.0,6.25,6.29,3.74,3921
28126,0.29,Very Good,F,VVS2,60.2,58.0,4.29,4.35,2.6,664
588,0.75,Premium,F,VS2,59.6,59.0,6.04,5.94,3.57,2835
7088,0.93,Good,D,SI2,61.4,63.0,6.22,6.26,3.83,4165
9291,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,4570
29907,0.41,Ideal,E,SI1,61.5,55.0,4.78,4.81,2.95,711
43357,0.56,Very Good,G,SI1,61.1,56.0,5.32,5.34,3.26,1408
42333,0.45,Ideal,G,VVS1,61.5,57.0,4.91,4.95,3.03,1297
11828,1.0,Premium,D,SI1,61.4,58.0,6.4,6.34,3.91,5096
48950,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,2047
46029,0.57,Ideal,G,VS2,61.8,56.0,5.35,5.3,3.29,1728
14218,1.23,Very Good,I,SI1,60.5,58.0,6.9,6.94,4.19,5763
15507,1.06,Very Good,G,VS2,60.1,58.0,6.64,6.67,4.0,6212
44276,0.52,Ideal,E,VS2,61.5,56.0,5.18,5.2,3.19,1576
2921,0.7,Ideal,D,VS1,62.6,58.0,5.64,5.67,3.54,3287
28036,0.3,Ideal,E,VS2,61.8,56.0,4.29,4.32,2.66,658
5160,0.9,Very Good,F,SI2,62.0,61.0,6.14,6.16,3.81,3770
20450,1.2,Premium,F,VS2,62.1,54.0,6.77,6.73,4.19,8796
31485,0.34,Premium,G,VS2,61.3,58.0,4.53,4.51,2.77,765
50353,0.73,Premium,I,VS2,59.7,59.0,5.81,5.94,3.51,2246
37023,0.33,Premium,G,VVS2,61.9,58.0,4.43,4.39,2.73,965
16304,1.07,Very Good,G,VS2,62.9,59.0,6.49,6.52,4.09,6525
32516,0.4,Good,D,SI2,63.9,53.0,4.71,4.68,3.0,798
19518,1.2,Very Good,G,VS1,62.5,57.0,6.84,6.75,4.25,8150
9629,1.15,Premium,I,SI1,62.2,56.0,6.77,6.67,4.18,4637
33091,0.31,Ideal,D,VVS2,61.7,54.0,4.38,4.43,2.72,815
52559,0.7,Premium,G,VS1,61.4,59.0,5.74,5.59,3.51,2535
31361,0.4,Very Good,G,VS1,60.4,57.0,4.76,4.77,2.88,760
13079,1.01,Very Good,E,SI1,62.8,59.0,6.41,6.45,4.04,5416
15663,1.2,Premium,H,SI1,60.8,60.0,6.9,6.85,4.18,6282
30266,0.31,Good,E,VVS1,60.9,61.0,4.32,4.35,2.64,725
3049,0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,566
19844,1.23,Very Good,H,VVS1,62.5,58.0,6.77,6.82,4.25,8405
38924,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,1052
35913,0.39,Ideal,F,SI1,61.3,56.0,4.69,4.72,2.88,919
10915,1.2,Ideal,I,SI2,59.6,61.0,6.95,6.97,4.15,4890
7829,0.91,Good,H,VS1,63.4,56.0,6.12,6.18,3.9,4298
15555,1.22,Premium,E,SI2,61.5,58.0,6.81,6.85,4.2,6237
34596,0.27,Very Good,E,VS2,61.3,58.0,4.13,4.16,2.54,470
44844,0.52,Ideal,F,VS2,61.1,56.0,5.19,5.23,3.18,1625
19248,1.01,Premium,F,VS1,61.2,59.0,6.48,6.42,3.95,7982
39293,0.3,Ideal,H,VS2,62.4,55.0,4.28,4.31,2.68,491
21927,1.51,Good,H,VS2,64.0,59.0,7.25,7.19,4.62,10000
30830,0.33,Premium,I,VVS2,61.5,58.0,4.45,4.43,2.73,743
19825,1.07,Ideal,G,VVS2,62.4,54.0,6.51,6.56,4.08,8393
44710,0.61,Premium,D,SI1,61.6,58.0,5.37,5.34,3.3,1614
6308,0.83,Ideal,E,SI1,61.5,55.0,6.05,6.08,3.73,4024
6928,1.12,Ideal,D,I1,60.6,55.0,6.73,6.76,4.09,4139
51480,0.78,Good,E,SI2,64.0,57.0,5.84,5.81,3.73,2379
18799,1.61,Very Good,J,SI1,61.7,60.0,7.45,7.5,4.61,7695
29613,0.27,Very Good,G,VS1,61.0,54.0,4.19,4.21,2.56,439
44345,0.55,Ideal,F,VS2,61.2,55.0,5.28,5.3,3.24,1580
29389,0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,698
39967,0.4,Ideal,E,VVS2,61.4,59.0,4.71,4.74,2.9,1106
9112,0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75,4531
4139,0.81,Ideal,G,VS1,62.3,57.0,5.99,5.95,3.72,3544
37643,0.32,Premium,F,VVS1,62.7,60.0,4.35,4.32,2.72,990
41301,0.39,Ideal,D,VVS2,62.1,56.0,4.65,4.69,2.9,1212
45965,0.34,Ideal,H,SI1,61.3,57.0,4.54,4.55,2.78,526
13637,1.02,Premium,G,VS2,62.0,57.0,6.48,6.43,4.0,5581
17098,1.23,Ideal,I,VS2,62.4,58.0,6.81,6.88,4.27,6817
48906,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2041
23864,1.51,Premium,F,SI1,63.0,58.0,7.32,7.28,4.6,11957
38310,0.46,Ideal,J,VVS1,61.8,56.0,4.97,4.93,3.06,1018
3880,0.9,Premium,I,VS1,62.9,60.0,6.09,6.05,3.82,3484
32932,0.41,Very Good,I,VVS2,61.3,60.0,4.77,4.82,2.94,811
11633,1.01,Very Good,G,SI1,63.4,58.0,6.29,6.4,4.02,5051
10647,1.01,Very Good,H,SI1,63.4,59.0,6.34,6.28,4.0,4836
41067,0.51,Ideal,F,SI2,60.2,55.0,5.19,5.24,3.14,1191
33563,0.41,Premium,F,SI2,60.8,58.0,4.83,4.78,2.92,830
53624,0.3,Ideal,D,SI1,62.0,56.0,4.3,4.34,2.68,552
14669,1.0,Good,G,VS1,63.9,55.0,6.28,6.34,4.03,5920
2884,1.01,Fair,I,SI1,65.5,58.0,6.28,6.24,4.1,3280
20057,0.31,Ideal,G,VS1,62.1,55.0,4.33,4.37,2.7,625
20384,0.31,Premium,F,VS2,62.3,60.0,4.32,4.35,2.7,625
7623,0.9,Ideal,G,SI1,62.5,55.0,6.17,6.21,3.87,4260
38837,0.46,Very Good,G,VS1,62.8,57.0,4.92,4.83,3.06,1049
19065,1.51,Ideal,J,VS2,61.7,57.0,7.44,7.4,4.58,7847
11431,1.14,Premium,H,SI1,60.7,58.0,6.76,6.82,4.12,5003
26497,1.52,Premium,G,VVS1,60.4,59.0,7.48,7.38,4.49,16104
2458,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,3190
33986,0.42,Ideal,G,VS2,60.8,57.0,4.82,4.85,2.94,847
29080,0.41,Very Good,D,SI1,64.1,54.0,4.72,4.74,3.03,689
9877,0.9,Very Good,F,VS2,62.6,58.0,6.08,6.13,3.82,4681
34334,0.3,Very Good,E,VVS1,60.5,57.0,4.37,4.39,2.65,862
29768,0.3,Ideal,I,VVS1,61.1,57.0,4.36,4.32,2.65,709
32147,0.4,Good,D,VS2,63.2,57.0,4.65,4.71,2.96,786
20362,1.51,Very Good,I,SI1,63.0,59.0,7.26,7.31,4.59,8758
39840,0.5,Good,E,SI2,58.2,59.0,5.24,5.27,3.06,1098
35458,0.32,Ideal,E,VS2,61.6,55.0,4.42,4.41,2.72,900
35069,0.32,Very Good,F,VVS1,59.4,59.0,4.45,4.47,2.65,886
40352,0.43,Premium,G,VVS2,62.2,55.0,4.84,4.81,3.0,1129
34869,0.3,Very Good,G,VVS2,63.2,57.0,4.27,4.24,2.69,878
24932,2.01,Fair,F,SI1,58.6,95.0,8.32,8.31,4.87,13387
10675,1.12,Ideal,J,SI1,62.4,57.0,6.65,6.6,4.14,4840
1717,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,561
49373,0.7,Good,F,SI2,59.0,57.0,5.8,5.83,3.43,2100
19922,1.03,Premium,D,VVS2,61.7,59.0,6.43,6.48,3.98,8469
51717,0.7,Good,F,SI1,57.2,63.0,5.84,5.87,3.35,2401
13763,1.35,Good,I,VS2,59.2,65.0,7.18,7.13,4.23,5610
42027,0.38,Ideal,E,VVS1,62.4,56.0,4.64,4.67,2.9,1267
29841,0.3,Very Good,D,VS2,62.5,59.0,4.23,4.28,2.66,710
6771,0.87,Ideal,D,SI1,62.6,56.0,6.17,6.08,3.84,4108
17336,1.2,Ideal,H,VS2,62.2,55.0,6.76,6.85,4.23,6956
24848,1.73,Premium,I,VS1,61.8,58.0,7.75,7.68,4.76,13250
9196,1.31,Premium,H,SI2,61.7,59.0,7.03,6.98,4.32,4548
39714,0.44,Very Good,E,VS1,59.7,59.0,4.94,5.01,2.97,1090
